,ABF,AAL,ADM,AHT,ANTO,AVV,AZN,BA,BARC,BATS,BDEV,BKG,BLND,BNZL,BP,BRBY,BT-A,CCL,CDI,CNA,CPG,CRDA,CRH,DCC,DGE,DRX,DSG,EXPN,FERG,FRES
07/01/2015,3054,1147.686157,1305,1109,719.5,1035.626831,4479.5,462.7000122,230.6000061,3410,453.3999939,2446,779,1761,393.75,1626,393.3999939,3003,3.873749971,265.2000122,1102.400513,2858.164307,1496,3484,1809.5,395.3999939,96.5,1071,3821.112793,798
08/01/2015,3096,1175.557129,1337,1131,746,1042.846558,4572.5,468.8999939,237.0500031,3512.5,454.7000122,2450,778.5,1806,405,1651,399.2999878,3048,3.913749933,271.2999878,1134.640503,2915.35083,1552,3496,1849.5,399.1000061,96,1091,3945.668457,824.5
09/01/2015,3078,1147.188477,1353,1139,750,1042.846558,4587,467.7000122,231,3472,431.3999939,2345,773.5,1812,398.6499939,1647,392.5,3016,3.849999905,268.7999878,1124.240479,2910.894775,1523,3482,1823.5,378.5,96,1093,3904.501709,816
12/01/2015,3107,1134.746094,1368,1117,727.5,1041.242065,4672.5,470.2000122,231.3999939,3522,423.6000061,2314,784,1829,396.5499878,1663,397.8999939,3063,3.747499943,261,1153.360474,2914.183838,1527,3470,1843.5,356,95,1090,3867.557129,825.5
13/01/2015,3132,1140.220703,1432,1084,709,1036.428955,4717,475.1000061,233,3584.5,425.5,2356,785.5,1825,396.2999878,1664,399.7999878,3053,3.74000001,271.7999878,1161.680542,2944.952148,1528,3475,1865.5,374.7999878,95,1087,3890.779541,831.5
14/01/2015,3035,1037.695435,1390,1033,675,1022.791809,4680,468.6000061,223.5500031,3514.5,425,2335,781.5,1792,382.1499939,1642,401.3999939,3001,3.785000086,261.1000061,1149.200439,2922.98999,1486,3436,1828.5,360.1000061,94.5,1065,3790.501709,816
15/01/2015,3147,1054.617065,1434,1030,670,1051.670654,4729,479.6000061,227.9499969,3589.5,425,2337,795.5,1825,392.6000061,1684,400.2000122,3007,3.753750086,265.2000122,1134.640503,2970.203369,1495,3408,1885.5,359.3999939,94.5,1121,3900.279541,855
16/01/2015,3093,1094.432739,1454,1045,691,1050.868408,4715,483.7999878,224.3500061,3584,426.1000061,2309,800,1853,413.3500061,1658,409.1000061,2990,3.700000048,264.8999939,1136.720459,2981.237549,1508,3423,1891.5,358,94.5,1145,3833.779297,884.5
19/01/2015,3113,1084.47876,1452,1041,693.5,1070.923096,4725,488.7000122,230,3598,433.5,2344,801.5,1870,408.8999939,1670,411.7999878,3020,,264.7999878,1152.320557,3003.199707,1557,3454,1900.5,357.3999939,94.5,1155,3911.890625,876
20/01/2015,3050,1116.331299,1416,1065,704.5,1104.615112,4708,492.1000061,235.25,3611.5,427.2999878,2285,812.5,1878,412.2000122,1703,414.3999939,3016,3.650000095,266.3999939,1163.760498,3019.64502,1568,3479,1897.5,362.6000061,92.5,1169,3967.834961,911
21/01/2015,2998,1116.331299,1442,1075,712.5,1104.615112,4711.5,502,237.8999939,3690.5,440.2999878,2333,818.5,1887,426,1743,421.2999878,3055,3.670000076,269.3999939,1170.000488,3016.355713,1598,3500,1933,358.1000061,92.5,1162,4052.279541,924.5
22/01/2015,2985,1139.723022,1445,1088,719,1134.296143,4689.5,518,243.3999939,3734.5,446.2999878,2357,826,1880,428.3999939,1743,421.2000122,3088,3.660000086,271.2000122,1175.200439,3039.485107,1639,3590,1938,371.5,92.5,1163,4164.168457,915
23/01/2015,3080,1098.414307,1443,1093,684.5,1122.263306,4733.5,519,243.1499939,3791,450.1000061,2356,833.5,1913,432.3999939,1775,431.1000061,3126,3.63499999,270,1177.280518,3010.944824,1680,3625,1969.5,374.6000061,91.5,1162,4221.168457,897
26/01/2015,3112,1112.349854,1433,1118,697,1106.219482,4700,512,240.75,3779.5,456.7000122,2395,833,1922,439,1774,426,3110,3.700000048,271.3999939,1183.520508,3043.835205,1663,3645,1967,364.7999878,91.5,1181,4180.001953,896.5
27/01/2015,3097,1084.97644,1443,1105,693.5,1058.890259,4725,506,239.4499969,3756,452.5,2376,823.5,1923,440.6000061,1764,422.1000061,3070,3.690000057,282.7000122,1190.800537,3002.138916,1624,3620,1942,363.7999878,91,1165,4106.112793,910
28/01/2015,3121,1109.861328,1457,1121,673.5,1068.516602,4743.5,513,236.8500061,3778.5,457.7000122,2411,836.5,1923,432.9500122,1788,426.8999939,3068,3.599999905,287.6000061,1189.760498,2993.33252,1620,3617,1962,364.7000122,91,1184,4101.890625,910
29/01/2015,3160,1092.441895,1450,1119,655,1048.461792,4761.5,516,236.5500031,3794,470.3999939,2434,842,1935,424.8500061,1765,429.1000061,3000,3.683749914,292.6000061,1204.320557,2973.492432,1612,3552,2022.5,361.2000122,91,1183,4088.168457,862.5
30/01/2015,3103,1107.870483,1448,1088,650,1053.275024,4743,507.5,234.1499939,3752,458.3999939,2423,829.5,1897,424.4500122,1729,417.8999939,2997,3.602499962,293.7999878,1197.040527,2919.700928,1603,3528,1970,360.5,91,1173,4076.557373,899
02/02/2015,3114,1118.819824,1459,1063,672,1074.131958,4682,507,235.8500061,3767,458.2000122,2417,839,1888,437.7000122,1743,413.1000061,2921,3.698750019,293.2999878,1205.360474,2950.469238,1718,3540,1950,365.7000122,90.5,1168,3979.446289,886.5
03/02/2015,3079,1164.607788,1468,1064,706,1157.55957,4641.5,520.5,248.4499969,3753,461.7999878,2446,840,1897,449.8500061,1771,421.2000122,2934,3.700000048,295.7000122,1190.800537,2913.122803,1746,3653,1926,375,90.5,1185,4025.890625,880
04/02/2015,3042,1144.699951,1473,1079,697.5,1115.043579,4688,527.5,248.75,3735.5,470,2478,843,1905,445.3500061,1796,423,2921,3.765000105,293.3999939,1191.840454,2906.544922,1779,3659,1925,375.1000061,102,1185,4104.001953,888
05/02/2015,3014,1166.598633,1459,1073,711,1156.757446,4529,516.5,248.8000031,3689,470.2000122,2484,851,1910,450.1000061,1784,442,2908,3.861249924,296,1190.800537,2940.602051,1747,3694,1916.5,375.6000061,101.5,1194,4032.224121,897
06/02/2015,3042,1140.220703,1468,1094,702,1173.603394,4467,517.5,255.4499969,3628,459.7000122,2531,840,1886,450.6000061,1797,443,2905,3.829999924,296.3999939,1175.200439,2971.370361,1724,3745,1909,383.2999878,101.5,1190,4036.446289,860
09/02/2015,3010,1178.543335,1462,1088,716.5,1196.064697,4466.5,514.5,253.6499939,3605,455.6000061,2486,824.5,1883,457.1000061,1775,436.6000061,2882,3.789999962,293.1000061,1171.040527,2991.104492,1756,3751,1896,389.8999939,102.5,1185,4017.446289,896
10/02/2015,3009,1143.70459,1476,1090,693.5,1220.932617,4488,522.5,253.1999969,3647.5,459.7000122,2486,826.5,1899,446.3500061,1812,443.7999878,2911,3.75,293.2999878,1187.680542,3005.427734,1782,3758,1888,412.6000061,104.5,1187,4089.224121,859.5
11/02/2015,2992,1118.322144,1485,1086,690.5,1207.29541,4491,525,251,3635.5,471.8999939,2509,829,1895,445.7999878,1821,460,2920,3.829999924,290.7999878,1181.440552,3020.812012,1784,3697,1884.5,410.7000122,105,1190,4072.335205,859
12/02/2015,2966,1160.12854,1473,1100,705.5,1219.328247,4504.5,528,253.3500061,3626.5,479.5,2552,826,1898,444.2999878,1887,450,2963,,287.5,1162.720459,3061.447266,1820,3795,1862.5,409.1000061,105,1199,4123.001953,870.5
13/02/2015,2905,1198.948853,1459,1073,731,1219.328247,4551,523,256.4500122,3592,481.8999939,2516,831.5,1882,454.2000122,1861,439.1000061,2900,3.799999952,287,1163.760498,3003.199707,1820,3818,1837,422.1000061,105,1198,4100.834961,879
16/02/2015,2926,1214.875122,1430,1086,750,1260.239868,4468.5,521,258.7999878,3594.5,484.6000061,2540,830,1876,451.8999939,1851,438,2872,,278.7999878,1159.600464,3000.97168,1826,3780,1839.5,422,104.5,1181,4088.168457,840.5
17/02/2015,2948,1229.30835,1421,1080,744,1223.339233,4552.5,520.5,257.5499878,3663.5,484.3999939,2544,830,1883,452,1861,442,2899,3.74000001,280,1157.520508,3038.424072,1811,3800,1885.5,418.2999878,104.5,1181,4111.390625,835.5
18/02/2015,2998,1253.197632,1450,1111,752.5,1243.393921,4485,522,260.3500061,3603.5,488.1000061,2557,811.5,1890,451.2999878,1883,435.3999939,2947,3.724999905,281.1000061,1157.520508,3026.329102,1847,3860,1866.5,417.3999939,104.5,1190,4143.057129,839
19/02/2015,3057,1217.363647,1460,1128,748,1241.789551,4427.5,525.5,260.3999939,3660.5,496.6000061,2571,824.5,1914,445.7000122,1902,436.8999939,2942,,257.1000061,1172.080444,3066.964355,1832,3890,1884,403.1000061,104.5,1192,4195.834961,836.5
20/02/2015,3036,1240.755249,1463,1130,753.5,1244.196045,4413.5,530,261.5,3656,500.5,2568,817.5,1928,446.7000122,1908,441.2000122,2875,3.724999905,252.1000061,1179.360474,3087.865479,1835,3873,1886,406,104,1190,4221.168457,827
23/02/2015,3058,1192.47876,1496,1143,732.5,1250.613647,4483,534,262.8500061,3727.5,503,2619,820.5,1950,444.6000061,1921,442.7999878,2898,3.680000067,249.8999939,1194.960449,3074.603516,1829,3861,1913.5,403,102.5,1199,4229.612793,802.5
24/02/2015,3009,1231.29895,1479,1151,754.5,1247.404907,4507,536,264,3737,503.5,2582,822.5,1928,448.3500061,1903,447,2896,3.680000067,251.6999969,1196.000488,3047.124023,1828,3875,1935.5,429.8999939,102.5,1196,4211.668457,827
25/02/2015,2994,1219.354248,1473,1176,754,1277.888062,4501.5,537.5,262.8999939,3731,505,2585,820,1920,449.3999939,1910,443.7999878,2910,3.700000048,251,1186.640503,3021.872803,1826,3870,1932,411.7999878,102.5,1180,4206.390625,825
26/02/2015,3049,1212.386597,1469,1190,768,1289.920898,4465,533,262.1000061,3795,516,2626,825.5,1900,448,1891,451.6000061,2917,3.650000095,245.6000061,1200.160522,3021.872803,1827,3870,1935,423.7999878,103.5,1198,4201.112793,824
27/02/2015,3125,1204.423462,1475,1190,767,1279.492554,4469.5,532,256.8999939,3782,515.5,2617,828.5,1896,448.0499878,1872,455.7000122,2922,3.460000038,244.3000031,1198.080444,2998.849609,1830,3870,1935.5,413.6000061,103.5,1198,4191.612793,821
02/03/2015,3085,1195.464844,1476,1181,765,1238.580811,4475.5,531,262.75,3756.5,522.5,2655,845,1900,446.6499939,1892,456.1000061,2976,3.380000114,246.5,1200.160522,2950.469238,1813,3861,1917,401.3999939,103.5,1203,4211.668457,811.5
03/03/2015,3094,1198.948853,1463,1157,755,1226.547852,4431.5,527,254.3000031,3767,520.5,2654,850,1879,448.6000061,1847,452.7000122,2950,3.380000114,247.5,1200.160522,2919.700928,1770,3806,1906,400.2000122,103.5,1180,4169.446289,791.5
04/03/2015,3088,1161.621582,1459,1144,740.5,1226.547852,4423.5,533.5,262.3999939,3813,526.5,2639,848.5,1883,451.0499878,1865,459,2984,3.400000095,245.3999939,1209.520508,2948.241211,1788,3810,1920.5,397.3999939,103.5,1174,4190.557617,724.5
05/03/2015,3133,1159.133179,1514,1129,754,1203.284424,4486.5,535,266,3892.5,524,2692,862.5,1889,452.6000061,1875,461.6000061,3038,3.400000095,245.5,1212.640503,2984.526611,1801,3854,1939,399.7000122,103.5,1194,4309.834961,736.5
06/03/2015,3129,1130.764526,1515,1118,748,1196.064697,4415.5,537,265,3825.5,519,2648,839.5,1881,447,1887,459.2000122,3032,3.3125,242,1215.760498,2958.108154,1797,4017,1928.5,395.1000061,103.5,1187,4317.224121,698.5
09/03/2015,3069,1132.755249,1518,1098,752.5,1195.262451,4361,533,262.7000122,3756,511,2633,825,1859,445.7000122,1857,454,3035,3.319999933,243.8999939,1204.320557,2938.374023,1727,4011,1904,397.5,104,1160,4269.724121,686
10/03/2015,2976,1076.515747,1449,1093,711,1167.185913,4272,533.5,254.3000031,3652.5,505,2573,809,1831,428.1000061,1816,443,3012,3.244999886,235.5,1181.440552,2926.278809,1699,4000,1854.5,386.3999939,104,1134,4204.279785,657
11/03/2015,2998,1080.497192,1475,1116,699,1185.636353,4304.5,536,255,3627,513.5,2585,808,1839,425.1499939,1850,446.5,3030,3.25999999,238.8999939,1184.560547,2942.724121,1742,4019,1849,374.8999939,104,1139,4260.224121,650
12/03/2015,2992,1074.027222,1485,1113,700.5,1184.834106,4479,535,254.5,3641.5,520.5,2615,805,1841,425.8500061,1845,448.7999878,3097,3.25,241.3999939,1203.280518,2986.754639,1807,4077,1882,374.2999878,104,1142,4276.057617,653.5
13/03/2015,2984,1050.137817,1503,1107,698.5,1170.394653,4557,532.5,250,3644,517.5,2634,824.5,1844,418.25,1844,451.7999878,3131,3.200000048,237.8999939,1213.680542,3002.138916,1811,4129,1864,377.2999878,104,1130,4328.834961,646.5
16/03/2015,3048,1050.635498,1509,1097,707,1184.834106,4634.5,538,251.8500061,3708.5,521,2592,836,1855,417.6000061,1890,451.6000061,3194,3.125,239.3000031,1224.080444,3029.61792,1731,4181,1893,360.5,104,1115,4385.834961,648.5
17/03/2015,3036,1066.561768,1508,1097,687,1220.130371,4640,537,250,3715.5,522,2594,834,1852,425.8999939,1870,453.3999939,3160,3.200000048,251.1999969,1227.200439,2987.815674,1687,4196,1910,361.7999878,104,1128,4360.501953,659
18/03/2015,3062,1064.571045,1537,1134,681.5,1213.712891,4750,545.5,252.3500061,3796,528.5,2593,849,1860,436.1000061,1860,458.6000061,3195,3.163749933,255,1249.040527,3015.294922,1771,4184,1954,369,104.5,1137,4404.834961,644
19/03/2015,3061,1041.179321,1518,1133,695,1230.55896,4785.5,547,252.8000031,3668,528.5,2622,862,1868,440.8999939,1870,463.2000122,3200,3.099999905,256.6000061,1251.120605,3028.450928,1751,4159,1940.5,374.7999878,104.5,1130,4441.779785,679
20/03/2015,3038,1095.428101,1541,1132,714.5,1243.393921,4847,545.5,255.3000031,3657,531.5,2660,867,1878,451,1876,465.3999939,3201,3.119999886,255.8000031,1251.120605,3041.713135,1840,4155,1924,379.2000122,104,1143,4449.168457,706.5
23/03/2015,3011,1108.865845,1557,1119,727,1231.361084,4840,540,257.1499939,3703.5,533.5,2668,868.5,1868,447.8999939,1828,465.3999939,3151,3.192500114,258.7999878,1240.720459,3030.678955,1852,4146,1939.5,384.6000061,104,1148,4443.890625,709.5
24/03/2015,2925,1088.460449,1570,1131,724,1230.55896,4832,542.5,258.4500122,3664,542,2713,875.5,1872,444.1499939,1852,465.5,3110,3.144999981,256.6000061,1249.040527,3041.713135,1830,4125,1937.5,390.7000122,104,1156,4325.668457,708
25/03/2015,2911,1099.409668,1545,1122,728.5,1203.284424,4761.5,541.5,251.8999939,3639.5,540,2714,866.5,1845,448.3500061,1824,470.5499878,3045,3.164999962,260.2000122,1233.440552,3054.869385,1817,4139,1923.5,394.8999939,104,1141,4290.834961,711
26/03/2015,2849,1071.538696,1539,1098,724.5,1192.053833,4691,532.5,250,3570,537,2680,845.5,1832,446.1000061,1787,462.3500061,3024,3.097500086,258.3999939,1206.400513,3002.138916,1794,4068,1894.5,380.6000061,104,1131,4241.224121,710.5
27/03/2015,2845,1039.188477,1528,1070,715,1199.27356,4686,530,244.25,3552,536,2673,849.5,1826,443.6000061,1767,454,3241,3.220000029,259.2999878,1220.960449,2985.587402,1788,4066,1895,368.2999878,104,1125,4227.501953,700
30/03/2015,2855,1055.114746,1540,1101,739.5,1195.262451,4726.5,526.5,247.8000031,3594.5,526,2649,845,1835,446.1000061,1772,448.25,3274,3.204999924,257,1233.440552,2994.393555,1787,4032,1902,368.8999939,104,1121,4237.001953,700.5
31/03/2015,2818,1007.335999,1530,1084,732.5,1187.240601,4626.5,523.5,242.6000061,3488.5,528.5,2639,832.5,1831,436.7000122,1733,438,3296,3.144999981,253,1218.880493,3009.777832,1750,4023,1859.5,363.8999939,101.5,1117,4214.834961,682.5
01/04/2015,2816,1011.815186,1540,1087,733.5,1163.175049,4640.5,524,249.3000031,3538.5,521,2626,837.5,1840,442.1000061,1731,441.3999939,3258,3.214999914,254.8000031,1218.880493,3029.61792,1745,4090,1868.5,353.7000122,101.5,1121,4212.724121,700
02/04/2015,2866,992.4050903,1551,1082,718,1196.866943,4645,524.5,254.75,3577,523,2644,838.5,1855,442.8500061,1715,442.8999939,3310,3.212500095,253.1999969,1230.320557,3069.192383,1762,4176,1890.5,358.8999939,101.5,1130,4242.279785,691.5
06/04/2015,,,,,,,,,,,,,,,,,,,3.212500095,,,,,,,,,,,
07/04/2015,2964,1020.773804,1559,1095,740.5,1223.339233,4707,528.5,258,3631,530.5,2676,848.5,1882,454.8500061,1714,447.6000061,3357,3.220000029,259.5,1239.680542,3125.211914,1782,4227,1929.5,374.2999878,101.5,1150,4263.390625,705
08/04/2015,2963,1021.769226,1566,1064,733,1220.932617,4697,532,255.9499969,3589,530.5,2663,849,1888,457.2999878,1743,444.2999878,3324,3.184999943,259,1225.120483,3086.698486,1752,4220,1906,391.1000061,101.5,1181,4226.446289,686
09/04/2015,3014,1019.280701,1589,1059,738.5,1229.756714,4764.5,535.5,257.9500122,3631,541,2710,860.5,1902,463.7000122,1792,453.7000122,3339,3.326250076,262.2999878,1257.360596,3153.752197,1809,4229,1916,393.6000061,101.5,1182,4311.946289,691
10/04/2015,3017,1017.289917,1603,1076,740.5,1240.987305,4753,539.5,257.0499878,3716,558,2746,870,1912,472.25,1806,454.6499939,3370,3.349999905,262.7000122,1267.76062,3191.098633,1797,4245,1938.5,395.5,102,1193,4334.112793,703.5
13/04/2015,2990,994.09729,1592,1093,722,1273.074951,4718.5,536.5,259.4500122,3662,552.5,2735,860,1906,471,1778,456,3354,3.380000114,262.1000061,1260.480591,3186.748535,1790,4222,1940.5,408,102.5,1177,4307.724121,709.5
14/04/2015,2977,1034.709229,1591,1112,743,1273.877075,4800,529,262.1499939,3677.5,542.5,2711,864.5,1910,470.9500122,1784,456,3296,3.444999933,262.8999939,1254.240601,3188.870605,1803,4226,1934,415,102.5,1180,4307.724121,722.5
15/04/2015,2955,1050.137817,1604,1125,751,1311.579956,4857.5,532.5,259.6499939,3691,543,2702,863.5,1860,475.7999878,1829,455.1000061,3259,3.464999914,262.2999878,1243.840454,3186.748535,1857,4265,1967,420.3999939,102.5,1187,4321.446289,738
16/04/2015,2958,1034.211548,1605,1115,747,1301.151611,4828.5,516,260.3500061,3742,529.5,2673,852,1860,473.4500122,1810,452,3232,3.430000067,260,1225.120483,3157.04126,1860,4263,1896.5,409.5,102.5,1180,4308.779785,743.5
17/04/2015,2906,1005.842896,1591,1112,732,1283.503418,4750,513,255.3000031,3724,531,2661,847,1846,479.3500061,1794,450,3217,3.373749971,260.1000061,1208.480469,3129.562012,1835,4258,1876.5,405.7999878,102.5,1181,4273.946289,728.5
20/04/2015,2863,1033.216187,1611,1144,747,1262.646484,4803,509.5,257.25,3765,533.5,2665,851.5,1850,483.3999939,1804,453,3189,3.299999952,258.5,1224.080444,3160.330322,1860,4319,1870.5,400,102.5,1190,4262.334961,716
21/04/2015,2712,1012.312927,1629,1163,745,1352.491699,4855,510,255,3762.5,540,2689,855,1868,480,1821,456.8500061,3188,3.380000114,259.2999878,1230.320557,3193.32666,1879,4347,1874.5,400.6000061,102.5,1203,4258.112793,709
22/04/2015,2745,1009.326782,1603,1139,749.5,1325.217285,4863,507,253.3000031,3734,534.5,2646,852,1870,479.75,1796,460.5499878,3174,3.299999952,260.1000061,1233.440552,3257.091309,1859,4335,1865.5,398,103,1192,4247.557617,703
23/04/2015,2771,1057.105591,1601,1169,784.5,1358.90918,4830,503.5,258.4500122,3753,529.5,2619,845,1856,484.1499939,1800,463.8999939,3150,3.349999905,263.8999939,1230.320557,3304.304688,1855,4298,1864,395.6000061,107,1204,4205.334961,727.5
24/04/2015,2771,1077.013428,1581,1166,793.5,1383.7771,4749.5,515,261.75,3746.5,541,2639,838,1854,478.3999939,1796,467.6000061,3148,3.349999905,264.5,1215.760498,3272.475586,1900,4301,1870.5,399.6000061,107,1190,4156.779785,723.5
27/04/2015,2809,1098.414307,1594,1167,807.5,1358.90918,4705.5,514,263.75,3721.5,537,2625,843.5,1849,476.8999939,1802,464.3500061,3158,3.349999905,269.1000061,1228.240479,3264.730469,1908,4280,1866.5,397.2000122,107,1197,4194.779785,727.5
28/04/2015,2789,1123.796753,1566,1144,802,1363.722412,4548,505.5,261.3999939,3669.5,520,2512,834,1847,476.1000061,1765,465.4500122,3056,,275.2999878,1205.360474,3214.227783,1892,4251,1846,409.3999939,107,1189,4107.168457,743
29/04/2015,2791,1133.253052,1555,1118,784,1339.656738,4457.5,507.5,256.9500122,3588.5,512,2485,827,1823,468.1499939,1754,457.5,2964,3.299999952,267.6000061,1189.760498,3140.596191,1823,4185,1796.5,399.2000122,107,1171,4042.779541,739
30/04/2015,2857,1099.907349,1558,1126,781.5,1356.502686,4496.5,508,255.3000031,3592.5,519.5,2519,832.5,1839,470.1000061,1744,455.75,2989,3.25,255.3999939,1203.280518,3115.344971,1829,4159,1811.5,400.2999878,107,1168,4087.112793,719.5
01/05/2015,2874,1159.630859,1596,1147,792.5,1381.370483,4461.5,503.5,254.3500061,3640,513.5,2532,821.5,1834,468.6000061,1724,459.7999878,3008,3.220000029,254.6000061,1200.160522,3093.276611,1838,4196,1815,404.2000122,107,1161,4071.279541,712
04/05/2015,,,,,,,,,,,,,,,,,,,3.220000029,,,,,,,,,,,
05/05/2015,2853,1161.123901,1569,1129,798.5,1403.831787,4439,503,250.1999969,3547.5,505,2490,816.5,1843,474.9500122,1734,449.2000122,2941,3.275000095,256.6000061,1190.800537,3063.675293,1848,4184,1797,396.8999939,107,1150,4054.390625,730.5
06/05/2015,2855,1148.18396,1550,1130,782.5,1504.105591,4413.5,500.5,249.4499969,3582.5,508,2481,805.5,1851,473.2999878,1718,454.2999878,2903,3.150000095,260.2000122,1191.840454,3065.797363,1857,4188,1793,398.3999939,105.5,1146,4055.446289,728.5
07/05/2015,2841,1101.898193,1496,1140,781,1463.996094,4407,497.6000061,248.8999939,3576,513,2491,810,1865,457.1000061,1738,453.1000061,3011,3.102499962,257.3999939,1203.280518,3053.80835,1853,4265,1777,398.6000061,105.5,1137,4091.335205,704
08/05/2015,2928,1110.359009,1523,1163,790,1504.907715,4532,509.5,258.0499878,3640,549.5,2737,842,1911,461.2999878,1780,469.6499939,3093,3.119999886,278.2000122,1227.200439,3171.364502,1891,4398,1791,415,105.5,1156,4195.834961,706.5
11/05/2015,2879,1122.801392,1508,1177,782.5,1511.325317,4528,510,260.7999878,3621,557,2750,844.5,1894,457.7000122,1776,470,3092,3.109999895,280.6000061,1225.120483,3132.851074,1837,4360,1784.5,420.2000122,105.5,1177,4194.779785,701.5
12/05/2015,2839,1126.782959,1475,1139,791.5,1479.237671,4400,498,257.4500122,3557.5,545.5,2733,846.5,1874,456.0499878,1756,464.7000122,3021,3.109999895,278.2999878,1209.520508,3103.249756,1818,4291,1756,414.7000122,105.5,1214,4112.446289,713.5
13/05/2015,2852,1126.285156,1452,1171,798.5,1489.666138,4390,500,260.25,3572,564,2813,859.5,1871,456,1757,467.9500122,3034,3.049999952,276.6000061,1163.760498,3114.177979,1802,4310,1754.5,418.3999939,107.5,1218,4116.668457,749.5
14/05/2015,2871,1105.381958,1466,1184,795.5,1484.050781,4434.5,502,262.1000061,3602,571,2886,866.5,1885,456.7999878,1760,465,3077,3.059999943,281,1172.080444,3099.960693,1810,4358,1786.5,424.8999939,107.5,1225,4156.779785,761
15/05/2015,2909,1085.474243,1463,1177,789,1472.017944,4367.5,503.5,261.6499939,3592,576.5,2892,878,1890,452.3999939,1773,463,3147,3.059999943,281,1192.880493,3066.964355,1816,4370,1786,414.8999939,112.5,1226,4145.168457,752
18/05/2015,2912,1072.036377,1456,1183,793,1604.379272,4390,502,261.1499939,3595.5,583,2922,875.5,1892,452.2999878,1776,461.3500061,3171,3.059999943,280.7000122,1191.840454,3060.386475,1816,4390,1793.5,416.6000061,112.5,1225,4158.890625,792.5
19/05/2015,2959,1056.110229,1495,1197,775,1544.214966,4403.5,509,262.7000122,3639.5,588,2971,886,1914,452.3500061,1808,466.4500122,3214,3.0625,282.5,1212.640503,3102.082764,1851,4954,1815,400.6000061,112.5,1250,4252.834961,764.5
20/05/2015,2938,1059.593994,1485,1193,779,1626.038452,4393,509,271.5499878,3644,598.5,2996,876,1899,452.1000061,1717,462.1499939,3201,3.069999933,281.5,1201.200439,3110.888916,1851,4920,1799,401.1000061,112.5,1248,4250.724121,759
21/05/2015,2919,1054.119385,1481,1189,785,1604.379272,4425,513,271.0499878,3633,594,2985,868.5,1885,458,1700,459.1499939,3141,3.0625,281,1193.920532,3216.349854,1840,5125,1800.5,399,112.5,1244,4268.668457,761
22/05/2015,2934,1057.603149,1478,1191,774,1585.928955,4473.5,515.5,270.1499939,3621,595.5,3034,869,1882,457.75,1709,451.0499878,3142,3.0625,280.5,1193.920532,3216.349854,1833,5160,1813.5,399.3999939,112.5,1247,4285.557617,763
26/05/2015,2900,1031.723145,1463,1184,755.5,1569.082886,4373.5,514.5,264.8999939,3611.5,598.5,3049,862.5,1876,451.7000122,1705,452.0499878,3181,3.0625,273.2000122,1190.800537,3168.075439,1776,5120,1806,394.7999878,112.5,1235,4224.334961,736
27/05/2015,2900,1035.70459,1480,1217,761.5,1594.753052,4468.5,523,269.25,3664.5,602.5,3071,874.5,1912,454.3999939,1726,459,3224,3.079999924,279.5,1205.360474,3214.227783,1839,5235,1837.5,396.5,112.5,1239,4317.224121,743.5
28/05/2015,2950,1030.22998,1493,1161,756,1589.939819,4492,521.5,271.1000061,3691.5,600.5,3090,874,1906,453.2999878,1716,449.75,3210,3.0625,278.7000122,1202.240479,3271.308594,1847,5305,1841.5,395.1000061,110.5,1255,4306.668457,740.5
29/05/2015,3028,1021.271484,1489,1120,746,1560.258789,4372.5,515,270,3605.5,592,3094,862,1896,450.75,1695,446.7000122,3167,3.081249952,277.6000061,1189.760498,3214.227783,1831,5200,1815.5,395.3999939,111.5,1246,4265.501953,759.5
01/06/2015,3001,998.3775024,1491,1151,743,1557.852295,4366.5,516.5,266.3999939,3592.5,596,3134,872,1898,447.3999939,1693,443.5499878,3166,3.13499999,276.7999878,1203.280518,3208.710938,1804,5245,1818,389,115,1238,4242.279785,754.5
02/06/2015,2949,1043.667847,1485,1153,766.5,1584.324463,4357,511,267.6499939,3506,597.5,3133,852,1889,449.9500122,1699,443.5499878,3190,3.015000105,274.6000061,1182.480469,3186.748535,1792,5195,1782.5,390,115,1226,4327.779785,757
03/06/2015,2983,1043.170044,1492,1158,760,1565.874146,4390,513,271.2000122,3535.5,606,3164,829,1905,449.5499878,1696,447.4500122,3228,2.960000038,275.2000122,1187.680542,3199.904785,1853,5185,1795.5,389,115.5,1233,4329.890625,746.5
04/06/2015,2950,1000.368225,1482,1142,741,1555.445679,4337,505.5,266.3999939,3520,604.5,3127,836,1886,440.1499939,1680,442.5,3203,2.900000095,269.2999878,1178.320557,3144.946289,1816,5185,1782,378.7999878,115.5,1224,4283.446289,724
05/06/2015,2935,1010.819885,1466,1149,737,1538.599731,4367.5,498.2999878,265.4500122,3440,592,3074,821.5,1861,443.3500061,1662,439.3999939,3203,2.825000048,265.6000061,1159.600464,3108.660889,1809,5145,1760.5,375.5,118.5,1207,4226.446289,719
08/06/2015,2940,1000.865906,1455,1137,730,1523.358154,4333,493.7999878,262,3431,591,3072,817.5,1863,441.8999939,1656,438.7999878,3186,2.829999924,264.2999878,1157.520508,3101.021729,1822,5180,1880,376.7999878,115.5,1218,4270.779785,716.5
09/06/2015,2914,980.8585815,1436,1134,726.5,1516.138428,4246,489.1000061,261.5499878,3423,589,3066,824,1864,441.3500061,1636,440.7000122,3164,2.839999914,264.3999939,1162.720459,3119.694824,1795,5090,1887.5,369.7999878,115.5,1218,4265.501953,715
