,ABF,AAL,ADM,AHT,ANTO,AVV,AZN,BA,BARC,BATS,BDEV,BKG,BLND,BNZL,BP,BRBY,BT-A,CCL,CDI,CNA,CPG,CRDA,CRH,DCC,DGE,DRX,DSG,EXPN,FERG,FRES
04/01/2010,822,2756.736328,1174,82.75,1026,881.3389893,2941,361,259.1565857,2032,126.5,829,466.7999878,672.5,613.5999756,611,138.8000031,2150,4.267499924,281.2999878,506.4219055,912.6517944,1675.5,1744.659058,1083,420,39.16659927,618.5,1478.994995,800
05/01/2010,821,2802.026611,1183,83.94999695,1020,894.1740112,2907.5,366.8999939,275.3682861,2020,127.5,835,470,663,620.0999756,603.5,141.6000061,2155,4.465000153,281.1000061,505.0958862,890.5834961,1615.199951,1766.197998,1063,444,39.16659927,609,1482.415894,823
06/01/2010,820,2850.302979,1163,83.5,1038,920.6998291,2875,371.3999939,283.5895996,2032,132,835.5,457.8999939,660,619.4000244,596.5,144.6000061,2161,4.650000095,278.8999939,512.4995117,905.4371948,1574.800049,1783.428955,1060,438.2999878,39.16659927,605,1551.975342,839.5
07/01/2010,838.5,2830.892822,1154,84.84999847,1023,941.2357788,2910.5,371.5,291.4414978,2044.5,138.3999939,860.5,458.7000122,663,623.2999878,600,142.8000031,2150,4.737500191,274.7999878,504.4328918,917.5322876,1543.800049,1809.276001,1067,435.1000061,46.66659927,601,1607.851074,853
08/01/2010,850,2883.648682,1149,89.15000153,1024,936.9575195,2908.5,368.5,296.1064148,2035,141.8999939,876,461.3999939,663.5,621.7000122,598.5,143,2206,4.795000076,279.5,508.5213928,917.00177,1562.800049,1822.198975,1067,441.6000061,39.16659927,599,1639.780151,866
11/01/2010,853.5,2831.888184,1134,89.5,1020,924.1223755,2955,367.3999939,292.8270874,2022.5,138.6999969,868,473.3999939,674,635.5,600.5,142.6000061,2219,5.309999943,280.2000122,514.2675171,918.0628052,1594.599976,1809.276001,1064,438.2000122,58.33330154,600.5,1626.096191,852
12/01/2010,855.5,2758.229248,1138,87,1001,900.1636963,2928.5,366.2999878,292.4576111,2025,136.1000061,860.5,473.6000061,658.5,633.7999878,586,144.3000031,2177,5.235000134,279.7999878,505.0958862,901.0872192,1563.599976,1792.045044,1056,429,39.16659927,598,1650.042969,808
13/01/2010,859.5,2738.321533,1163,87.5,1000,892.4627075,2962,366.5,289.7786865,2023,139.1999969,861,466,664.5,626.5999756,585.5,146.8999939,2180,5.230000019,281.8999939,503.3279114,888.4616089,1589.400024,1809.276001,1059,433.3999939,39.16659927,595,1654.604248,795.5
14/01/2010,869,2736.330811,1170,88,1031,900.1636963,3020,368.5,294.3512878,2022,137,860,455.7999878,646.5,628.4000244,581,146.6999969,2240,5.25,285.1000061,510.178894,868.0908203,1573.900024,1822.198975,1071,427,39.16659927,598.5,1704.322144,804.5
15/01/2010,865.5,2709.952881,1148,90,1025,890.7512817,3000.5,368,287.4693909,2047,135.1000061,839,454.5,640.5,629,590,145,2233,5.25,285.1000061,508.300415,891.7506104,1552.400024,1804.107056,1064,430.3999939,39.16659927,603.5,1699.07666,797
18/01/2010,869,2796.054199,1150,91.15000153,1040,889.8956909,3016.5,364.7000122,293.5198975,2067,133.3999939,847,459,639.5,629,599.5,146.8999939,2252,,285.5,514.3779907,897.7982178,1566.199951,1816.167969,1075,435,38.33330154,608.5,1696.796143,804
19/01/2010,882.5,2783.611816,1148,87.05000305,1039,895.885376,3067.5,366.2999878,288.3006897,2085,130.5,833,454.3999939,639,629.5,649,146,2285,5.40500021,287.5,507.1954041,901.0872192,1565.300049,1811.860962,1077,437.7000122,38.33330154,617,1663.726807,807
20/01/2010,885,2638.782471,1145,88.65000153,977,898.4523926,3053.5,364.2999878,277.9085999,2080,131.8000031,823,449.8999939,632,619.5,634,144.8000031,2260,5.485000134,286.7999878,506.6429138,873.6079102,1543,1744.659058,1073,424.7000122,38.33330154,615,1652.323608,776
21/01/2010,883.5,2476.533691,1130,85.94999695,949,886.4730225,3083,360.7999878,261.4197083,2063,129.5,818.5,438.2000122,628.5,610.2999878,611.5,143.1999969,2300,5.414999962,287.5,499.3499146,878.5944824,1528.300049,1730.874023,1074,418.6000061,38.33330154,608,1643.20105,728
22/01/2010,880,2493.952881,1114,83.69999695,942,892.4627075,3059,359.5,250.6580963,2053.5,127.1999969,815,432,621,605.5999756,615,142.6000061,2255,5.380000114,281.2000122,493.9353943,868.0908203,1529.199951,1692.965942,1068,421.3999939,38.33330154,602,1619.254272,712.5
25/01/2010,873.5,2447.667236,1127,82.69999695,933.5,906.1533813,3055.5,354.5,254.9535065,2026,126.9000015,816.5,438.2999878,626.5,599,617,139.3999939,2245,5.389999866,279.1000061,492.2778931,855.9957275,1514.599976,1671.426025,1059,416.2000122,38.33330154,606.5,1636.359131,714.5
26/01/2010,877,2445.676514,1135,83.90000153,928,926.6893921,3102.5,353.2999878,254.9535065,2045,125.5999985,812.5,447.5,623,602,623.5,139.6999969,2272,5.485000134,278.6000061,490.6203918,854.9346924,1536.099976,1671.426025,1057,417.2000122,38.33330154,608,1636.359131,698
27/01/2010,883,2368.035889,1122,82.34999847,921,915.5656738,3045,355.2999878,246.501297,2070,122,797,445.7999878,616.5,594.0999756,624,138.3999939,2236,5.03000021,273.5,475.1503906,838.489624,1484.400024,1667.97998,1054,417,38.33330154,599,1578.202759,672
28/01/2010,880,2289.399902,1126,82.34999847,885.5,932.6790771,2905,352.7000122,244.7462006,2046.5,121.0999985,802,438.7999878,616.5,587,610.5,137,2272,5.054999828,270.7000122,469.7359009,829.6834717,1471.5,1701.581055,1048,411.3999939,38.33330154,586.5,1550.835083,677
29/01/2010,883,2311.298584,1133,85.5,879,934.3905029,2912,353,249.9190979,2070.5,119.6999969,800,438.1000061,624.5,586.9000244,615,137.6000061,2275,5.139999866,269.8999939,473.2719116,825.227417,1498.199951,1692.104004,1055,411.2000122,38.33330154,598.5,1583.904419,671.5
01/02/2010,883.5,2368.035889,1134,85.65000153,905.5,937.8131104,2935.5,351.7000122,260.6806946,2066,124.5999985,805,442,622.5,594.5999756,625,136.5,2283,5.15500021,275,477.2499084,859.284729,1510.300049,1731.735962,1055,411.6000061,38.33330154,591.5,1579.160645,700
02/02/2010,892,2444.681152,1147,88,929.5,918.9884033,2931,347.1000061,267.5625916,2078,127.8000031,805,457,630.5,572,634.5,136.5,2320,5.204999924,274.2999878,488.0788879,897.2677002,1521.400024,1766.197998,1062,414.1000061,38.33330154,612.5,1605.570557,724.5
03/02/2010,882,2387.446045,1140,89.15000153,901.5,913.8543701,2827,340.2999878,272.8280029,2084.5,128.6999969,811,451.3999939,632.5,574.2999878,622.5,133.3999939,2305,5.215000153,269,482.7749023,904.3762207,1524.900024,1723.980957,1046,409.2999878,38.33330154,606.5,1583.904419,708
04/02/2010,890,2269.98999,1332,84.5,830,1022.524414,2789.5,340.5,251.4432983,2071.5,127.3000031,799,447,623,565.0999756,725,124.8000031,2305,5.210000038,265.5,472.7193909,898.8590698,1504.199951,1711.057983,1026,402.7000122,38.33330154,601,1583.904419,671
05/02/2010,874.5,2263.52002,1129,83.30000305,826.5,877.9163208,2732,345.8999939,248.4873047,2054,113.6999969,775,445.6000061,625,560,590.5,129.5,2198,5.144999981,263.8999939,497.2503967,874.6688843,1450,1687.796021,1000,407.5,45.83330154,594,1539.431885,669.5
08/02/2010,876.5,2314.782471,1125,80.40000153,831,874.4935913,2780,344.2999878,247.5635986,2102,112.6999969,784,438.1000061,627.5,563,590.5,131,2238,5.21999979,266.5,493.6039124,868.0908203,1462.099976,1699.858032,1010,407.7000122,45.83330154,603,1541.712646,705
09/02/2010,877,2350.118896,1138,80,865,865.9368896,2815.5,343.7999878,248.7644043,2077,113.6999969,772.5,446.2999878,625.5,563.5999756,604,130.6000061,2235,5.284999847,264.5,490.1784058,863.7407837,1460.300049,1698.995972,1014,404.2000122,48.33330154,596.5,1522.327148,729
10/02/2010,890,2317.270996,1143,81.25,846.5,869.3596191,2827,343.3999939,256.6625061,2095,116,765.5,447,627,569.7000122,608,131.3999939,2245,5.340000153,272.6000061,498.7973938,872.546875,1473.300049,1679.180054,1025,412.3999939,45.83330154,600,1550.835083,723
11/02/2010,900,2336.681152,1162,81.55000305,871,871.9265747,2828.5,348.2000122,247.8869019,2141,113.3000031,756,441.7000122,630.5,574.5999756,612,119.9000015,2223,5.389999866,270.2999878,497.802887,895.5701294,1432.800049,1684.349976,1018,412.5,45.83330154,611,1563.37854,730.5
12/02/2010,899.5,2299.354004,1163,77.44999695,855.5,867.6483154,2780.5,341.7000122,242.0211029,2157.5,110.5999985,754,444.3999939,629,573.7000122,602,122.5,2228,5.380000114,271.2000122,497.802887,875.8359985,1428.5,1639.54895,1030,410,45.83330154,602.5,1545.133545,720.5
15/02/2010,899.5,2338.174316,1170,77.05000305,853,862.5142822,2799.5,341.3999939,254.076004,2147,111.5999985,750,446.7999878,628.5,575.2999878,609.5,119.4000015,2276,,272.6000061,501.7809143,876.3665161,1424.199951,1642.994995,1030,411.3999939,45.83330154,600,1545.133545,731.5
16/02/2010,900,2427.759521,1196,79.25,881.5,866.7926025,2787,345.8999939,271.3500061,2128.5,115.9000015,765.5,448.7999878,629,588.2000122,618.5,118.6999969,2284,5.494999886,274,510.510498,881.8834839,1453.5,1646.44104,1040,413.8999939,45.83330154,600,1571.36084,760
17/02/2010,919.5,2432.23877,1200,82.94999695,882,880.4832764,2794.5,349,279.2479858,2143.5,121.3000031,776.5,453,635.5,572.5999756,636.5,117.1999969,2320,5.364999771,274.7999878,516.5880127,908.1956787,1500.800049,1658.503052,1050,418.6000061,44.16659927,605.5,1647.762329,770
18/02/2010,928,2490.468994,1199,83.5,894,874.4935913,2797.5,364,284.7904968,2170,119.4000015,774.5,454.3999939,639.5,577.0999756,640.5,115.8000031,2332,5.429999828,276.2999878,519.0189819,925.2775269,1513.699951,1683.488037,1061,416.8999939,44.16659927,612.5,1670.568726,785.5
19/02/2010,937,2446.174316,1212,83.05000305,892.5,861.6586304,2830,366.3999939,288.4393005,2225,117.6999969,772,449.2000122,653,581.2999878,645,118.5999985,2381,5.349999905,277.8999939,530.4005127,924.1104126,1507.699951,1705.889038,1071,421,44.16659927,618.5,1640.92041,774
22/02/2010,934,2435.722656,1204,85,905,876.2050171,2810,369.5,292.1343079,2200,120.5999985,767.5,447.8999939,678,581.2000122,634,118.1999969,2375,5.300000191,275.7000122,527.6380005,924.7470093,1514.599976,1705.889038,1060,416.7999878,44.16659927,618.5,1652.323608,777.5
23/02/2010,938,2369.03125,1199,84.5,880,877.0606079,2817,370.1000061,287.9773865,2217,121.8000031,755.5,450.1000061,675.5,572.9000244,627.5,115.5,2346,5.414999962,271.8999939,528.6325073,990.1030884,1504.199951,1711.920044,1059,410.7999878,44.16659927,624,1858.721558,751.5
24/02/2010,946,2374.008301,1210,84.59999847,879.5,896.7410278,2817.5,372,286.3609009,2231,114.8000031,750,445,676.5,576.2999878,627.5,116.0999985,2429,5.449999809,272.1000061,534.9310303,988.9359741,1484.400024,1690.380981,1066,398.5,44.16659927,621.5,1800.565186,757
25/02/2010,932.5,2295.870117,1213,83,861,879.6276245,2810,370,283.4511108,2179.5,112.5,742.5,444.6000061,668.5,567.4000244,624,117.5,2449,5.269999981,277.7000122,531.9143066,985.6469727,1442.300049,1671.426025,1056,389,44.16659927,611,1733.286255,737
26/02/2010,950,2378.985107,1240,84.84999847,883.5,881.3389893,2883.5,374.2999878,288.6701965,2229.5,113.8000031,742,440,680.5,578.7000122,625.5,114.9000015,2481,5.320000172,279.7000122,538.7985229,988.9359741,1435.400024,1662.811035,1064,399.8999939,44.16659927,607,1767.49585,750.5
01/03/2010,970,2438.70874,1265,85,916,897.5966797,2929,379,288.3468933,2288.5,114.1999969,747,444.3999939,696.5,596,637.5,113.5,2543,5.699999809,282.7999878,552.5004883,1007.715271,1450,1648.16394,1094,403.5,50,615,1813.108643,782.5
02/03/2010,957,2507.390625,1223,86.15000153,933,907.0090942,2967.5,382.1000061,297.2609863,2289,118.8000031,785,456,698.5,600.2000122,637,115.1999969,2593,5.735000134,287,551.7269897,1011.53479,1446.599976,1665.395996,1097,393,44.16659927,624.5,1845.03772,817.5
03/03/2010,957,2608.423096,1242,87.59999847,967.5,909.5761108,2967.5,381.7000122,304.7434082,2296.5,116.9000015,772.5,456.3999939,699.5,604.0999756,648,117.6999969,2566,5.630000114,288,546.6439819,1025.221436,1448.300049,1651.610962,1082,386.3999939,50,619,1824.511841,839.5
04/03/2010,958,2578.561279,1210,87.44999695,957,918.9884033,2986.5,385.3999939,307.6994019,2318,115.8000031,769.5,459,695,606.7000122,666,117.9000015,2556,5.625,284.2000122,547.8594971,1019.704407,1467.199951,1655.917969,1079,380.7000122,50,617,1806.266846,812.5
05/03/2010,960,2652.220215,1315,88,993,990.864624,2995.5,387.2000122,315.366394,2327,124.6999969,772,469.7000122,695.5,612,673.5,126.6999969,2850,5.650000095,282.6000061,554.7105103,1015.884827,1494.800049,1665.395996,1082,376.5,50,631.5,1824.511841,846.5
08/03/2010,960,2652.220215,1247,87.69999695,994,921.5554199,2953,384.2999878,318.6918945,2322,117.3000031,775.5,463.7000122,705,616.2000122,684.5,120,2606,5.625,284.5,552.0584717,998.272583,1529.199951,1630.071045,1084,378.3999939,48.33330154,632,1826.792603,848
09/03/2010,964,2636.293945,1259,89.40000153,1005,925.8338013,2951,380.3999939,319.4309082,2306.5,115.4000015,759.5,457.5,713,619.5999756,679,119.8000031,2608,5.525000095,284.2000122,555.8154907,998.272583,1544.699951,1614.563965,1086,376.1000061,48.33330154,635.5,1835.915039,840
10/03/2010,964.5,2697.510498,1240,91.09999847,1019,954.0708008,2950,376.3999939,321.324585,2235,121.9000015,770,463,707.5,624.9000244,689,119.1999969,2614,5.53000021,286.8999939,558.0255127,988.9359741,1536.099976,1664.534058,1093,378,46.66659927,636.5,1848.458618,867
11/03/2010,962,2666.155518,1243,91.30000305,1028,955.7822266,2933,376,317.5372009,2234.5,124.5,773,459.7999878,708,623.7000122,685,122.4000015,2615,5.534999847,289,560.7880249,1011.004395,1536.099976,1676.595947,1089,389,46.66659927,628.5,1859.861816,842
12/03/2010,955.5,2695.519775,1238,93.05000305,1033,984.0192871,2922,378.8999939,325.0195923,2233.5,126.9000015,800,463.8999939,717.5,619.9000244,686,123.3000031,2600,5.525000095,290,559.6829834,1015.35437,1549,1675.734009,1090,388.8999939,58.33330154,630,1892.931152,846
15/03/2010,954.5,2651.722412,1251,92.65000153,1001,953.21521,2917.5,375,322.017395,2216,124.9000015,790,464.7000122,721,619.2999878,687,124.6999969,2592,5.429999828,294.7000122,554.7105103,1009.306824,1527.5,1654.194946,1095,381.2999878,51.66659927,625,1847.318359,820
16/03/2010,957,2667.648682,1240,95.69999695,1021,983.1635742,2911,376.5,330.1925964,2232,127,805.5,469.1000061,726,622.4000244,694.5,126.4000015,2591,5.380000114,295.3999939,549.0750122,1001.031189,1540.400024,1649.026001,1100,377.5,47.5,628,1872.405396,826
17/03/2010,956.5,2714.929688,1253,99.09999847,1030,1018.245972,2895.5,376.1000061,331.9938965,2234,125.6999969,802,468.1000061,728.5,630.7000122,706,124.6999969,2596,5.449999809,296.1000061,556.367981,1010.367798,1614.400024,1687.796021,1092,376.7999878,50,628,1880.387573,854
18/03/2010,953.5,2720.404541,1262,95.69999695,1013,1001.988281,2910.5,376.5,325.989502,2263.5,124.8000031,823,472,730,633,704,123.6999969,2598,5.650000095,298,554.15802,1000.500671,1600.599976,1666.256958,1088,370.5,50,642,1853.019897,836.5
19/03/2010,960.5,2651.722412,1280,97.15000153,996.5,1004.555298,2942,385.7000122,330.3310852,2233.5,127.3000031,830,473.7999878,736.5,635.0999756,705.5,124.0999985,2650,5.980000019,290.8999939,555.2630005,1007.715271,1612.699951,1692.965942,1092,363.2999878,50,651.5,1847.318359,827
22/03/2010,963.5,2671.630371,1285,95.59999847,1000,1011.400696,2970,388.7999878,326.6361084,2267.5,124.3000031,831,463.1000061,734.5,629.7999878,710,122.5999985,2643,5.929999828,289,560.2354736,1024.160522,1604.900024,1695.550049,1100,359.8999939,50,646.5,1808.547363,830
23/03/2010,966.5,2704.97583,1327,96.5,1012,1017.390381,2969,380.2000122,330.6081848,2256,124.5999985,824.5,462.2999878,735,634.5999756,713.5,124.0999985,2700,6.099999905,291.1000061,572.3905029,1010.367798,1639.300049,1695.550049,1102,358.7999878,50,650,1817.670044,839.5
24/03/2010,966.5,2729.363037,1325,94.44999695,1013,1019.957397,2986,379.2000122,331.6243896,2251.5,128.5,826.5,460.3999939,736.5,637.2000122,713.5,123.9000015,2696,6.244999886,289.8999939,571.8380127,1035.725098,1604.099976,1670.564941,1104,355.6000061,51.66659927,647.5,1776.61853,819.5
25/03/2010,978.5,2764.20166,1311,97.05000305,1020,1019.957397,3011,381,337.2591858,2278,129.6000061,833.5,469.3999939,740,635,738,125.5999985,2746,6.519999981,293,585.0980225,1043.894653,1622.099976,1669.703003,1116,383.3999939,51.66659927,651,1829.073242,827.5
26/03/2010,982,2782.616455,1315,97,1011,1013.112,2994,380.7999878,339.5223999,2277,129.3000031,832,477.2999878,733.5,631.5999756,742,124.5,2742,6.579999924,293.7999878,580.1254883,1046.122681,1634.199951,1667.119019,1112,370.8999939,51.66659927,660,1848.458618,834
29/03/2010,978.5,2819.445801,1325,95.30000305,1031,1017.390381,2980,381.7999878,338.8757935,2284,125.5999985,816.5,483.5,730,628.2000122,727.5,124.8000031,2728,6.579999924,294.7999878,582.3355103,1037.847046,1604.900024,1631.795044,1108,380.7999878,51.66659927,661,1839.33606,835
30/03/2010,976.5,2820.938965,1316,95.19999695,1031,1009.68927,2941.5,375.7000122,330.700592,2282.5,124.6999969,814.5,478.3999939,729,624,719.5,124,2717,6.71999979,296.2999878,581.78302,1039.544556,1596.300049,1649.026001,1108,379.8999939,52.5,653,1825.652222,842
31/03/2010,978.5,2860.754639,1320,95.44999695,1040,1013.967712,2939,371.2999878,332.8251953,2271.5,124,814,481.1000061,721,623.4000244,714.5,123.9000015,2705,6.574999809,293.8999939,581.2305298,1029.67749,1590.300049,1654.194946,1106,373.6000061,52.5,648.5,1815.389404,848
01/04/2010,982,2933.418213,1332,98.40000153,1075,1022.524414,2946,373.7999878,334.8113098,2278.5,127.3000031,825,487.2000122,740,631.2999878,725,124.8000031,2717,6.449999809,297.5,587.3079834,1043.894653,1628.199951,1706.75,1123,378,60,652,1818.810303,868
05/04/2010,,,,,,,,,,,,,,,,,,,6.449999809,,,,,,,,,,,
06/04/2010,984.5,2983.187744,1367,100.0999985,1094,1039.637695,2919.5,368.7999878,336.4277954,2273.5,129.3000031,826,490.3999939,743.5,646.2999878,724,124.3000031,2714,6.730000019,296.8999939,590.0704956,1037.847046,1637.599976,1747.244019,1125,375,60,647.5,1811.968384,878
07/04/2010,985.5,2947.35376,1345,99.09999847,1068,1040.493408,2952,370.5,333.9798889,2273,127.0999985,821,477,744,642.2999878,708,124,2670,6.650000095,300.6000061,585.0980225,1027.449463,1596.300049,1765.33606,1120,378.3999939,60,640,1792.583008,872.5
08/04/2010,982,2893.10498,1334,96.90000153,1045,1037.926392,2934,369.1000061,329.8692017,2233,124.0999985,812.5,472,745.5,637.0999756,687.5,122.3000031,2623,6.514999866,298.1000061,579.0205078,1035.088501,1575.699951,1751.551025,1125,378.5,60,631,1791.442627,854
09/04/2010,986,2965.768311,1343,96.75,1062,1042.204834,2924,368.7000122,329.3150024,2229,125.0999985,815.5,485,753.5,641.0999756,697.5,123.3000031,2652,6.619999886,302.2999878,596.7005005,1085.697144,1631.599976,1781.706055,1140,384.6000061,60,636,1780.039429,884
12/04/2010,983.5,2934.413574,1342,97.40000153,1045,1052.472778,2934,370.7999878,336.8435059,2257.5,124.6999969,818,481,758,641.0999756,699,123.0999985,2652,6.860000134,302.7999878,591.7280273,1090.577637,1628.199951,1784.291016,1140,386.3999939,60,631,1778.899048,867
13/04/2010,987.5,2929.436768,1340,100.9000015,1021,1033.648071,2938,375,335.3193054,2250,122.5999985,826,484,759,640.7000122,697,123.6999969,2657,7.099999905,301.5,587.8604736,1061.506836,1610.900024,1781.706055,1160,384.5,55.83330154,629.5,1784.600708,846
14/04/2010,970,2968.754639,1340,102,1037,1044.771851,2910,379.2000122,345.0187073,2224,123.5,827,485.8999939,762,643.0999756,717,129.1000061,2638,7.269999981,301.2000122,582.3355103,1061.506836,1623.900024,1825.645996,1157,384.2000122,55.83330154,635,1777.758789,870
15/04/2010,958,2956.312256,1328,109.5,1039,1055.895508,2928.5,376,353.9328003,2185.5,123,830,483,763.5,653,716.5,131.8999939,2693,7.175000191,299.2000122,585.0980225,1057.15686,1622.099976,1835.123047,1149,385.8999939,51.66659927,616.5,1785.740967,865
16/04/2010,950,2868.717773,1313,106.6999969,1000,986.5863037,2932,372.1000061,344.8800964,2150,121,826.5,483.8999939,760,641.7999878,704.5,131.3999939,2637,7.590000153,298.6000061,579.0205078,1045.592163,1678.099976,1806.69104,1145,383.1000061,51.66659927,614.5,1783.460449,843
19/04/2010,958.5,2826.911377,1312,105.0999985,983,979.7409058,2943,374.2999878,342.2012024,2170.5,120,829,476.7000122,756,642.5,701.5,131.6999969,2649,7.71999979,298.2999878,577.3629761,1032.966553,1691,1809.276001,1143,381,51.66659927,614,1765.215332,826.5
20/04/2010,1015,2856.773193,1322,109.5,999,995.1430054,2972,377.3999939,344.3258057,2217,120.4000015,843,480.6000061,765.5,655.4000244,695.5,134.1999969,2676,7.670000076,307.2999878,581.4404907,1045.061646,1714.199951,1803.244995,1144,386.2999878,51.66659927,621,1773.19751,837.5
21/04/2010,1019,2801.03125,1325,115.9000015,979,983.1635742,2943.5,358.7999878,337.9519958,2191,122.8000031,846,481.1000061,765.5,648.2000122,687.5,133.6000061,2673,7.599999905,305.1000061,580.6779785,1054.928833,1764.099976,1809.276001,1138,376.7000122,51.66659927,618.5,1768.63623,833.5
22/04/2010,1020,2787.095703,1337,117,963,997.710022,2905,354.2000122,332.2709961,2166.5,126.1999969,855.5,472.7999878,768,636.4000244,693.5,131.6000061,2692,7.5,304.3999939,580.6779785,1038.483643,1738.300049,1814.444946,1130,365.5,51.66659927,612.5,1793.723267,816
23/04/2010,1036,2846.819092,1355,117,993.5,1024.235718,2905.5,357.8999939,334.672699,2187.5,131.8999939,879.5,480.3999939,762,639.7000122,699,132.3000031,2850,7.630000114,308.1000061,591.1754761,1066.493408,1849.300049,1822.198975,1140,366.2999878,51.66659927,624.5,1846.748169,835
26/04/2010,1032,2923.961914,1350,124.8000031,1064,1045.627441,2901,361.3999939,342.6169128,2194.5,137.6999969,864.5,485,769,626.7999878,709.5,131.5,2920,7.735000134,312.8999939,599.4630127,1134.077637,1880.300049,1804.968018,1137,367.6000061,50,622,1936.263306,840
27/04/2010,1012,2788.091064,1315,119.4000015,1025,1021.668701,2840,355.2000122,329.9616089,2140,131,847,472.3999939,753.5,610,680,126.5999985,2874,7.389999866,311.2000122,587.3079834,1125.271484,1755.5,1728.28894,1109,367.2999878,50,607,1874.686035,803
28/04/2010,997.5,2794.561035,1302,120.5999985,1012,996.8543091,2837.5,348.2000122,325.1581116,2107.5,126.5999985,839.5,465.3999939,745.5,625,654.5,125,2810,8.699999809,296.2000122,580.1254883,1071.373901,1720.199951,1685.21106,1104,354.5,50,599,1819.950562,806.5
29/04/2010,1011,2866.727051,1322,121.8000031,1025,993.4315796,2897,354.1000061,333.7027893,2085,127.0999985,836,469.3999939,769,584.2000122,677,126.4000015,2868,8.56000042,297.5,592.2805176,1087.925049,1801.099976,1702.442993,1132,363.5,50,610.5,1866.703857,818
30/04/2010,1006,2792.570313,1315,119,999,990.864624,2889,344.3999939,312.456604,2054,124.6999969,833,468.3999939,764,575.5,673.5,126.6999969,2850,8.479999542,294.6000061,590.0704956,1106.598267,1845,1732.597046,1115,361.7999878,50,607.5,1876.966553,801.5
03/05/2010,,,,,,,,,,,,,,,,,,,8.479999542,,,,,,,,,,,
04/05/2010,1008,2602.948242,1332,117,912.5,1022.524414,2910,348.8999939,298.3695068,2093.5,127.3000031,819,461.2999878,760,558.5,725,125,2717,8.335000038,296.2000122,583.992981,1080.180054,1746,1722.258057,1106,355.5,50,608,1811.968384,763.5
05/05/2010,985,2564.625732,1282,114,885.5,942.0914917,2852,342.8999939,298.1386108,2054.5,115.6999969,804,452.7000122,734.5,565,664.5,120.8000031,2700,8.18500042,292.7000122,568.5230103,1065.856812,1672.900024,1717.95105,1081,348.3999939,50,600.5,1757.233032,807
06/05/2010,979,2533.768555,1275,112.5,878.5,931.8234863,2819,341.7000122,278.6937866,2042,113.1999969,788,448.7999878,734,567,675.5,117.3000031,2652,8.350000381,291.8999939,565.2080078,1070.843384,1607.5,1619.733032,1083,346.1000061,50,600,1751.531372,811.5
07/05/2010,918,2489.971436,1242,110,870.5,895.0297241,2772,330.2999878,262.0664063,2005,104.3000031,763,421.7000122,716,553.9000244,649,109.9000015,2530,7.900000095,275.7999878,544.3234863,1011.004395,1527.5,1535.300049,1054,342.1000061,50,572,1608.991455,801
10/05/2010,971.5,2739.316895,1310,116.0999985,946.5,964.3389282,2850,339.6000061,304.4663086,2068.5,114.4000015,809,445.1000061,735,549.2000122,697,116.3000031,2683,8.149999619,286.8999939,582.8880005,1068.084961,1722.800049,1605.947998,1095,351.2999878,48.33330154,586.5,1772.057251,861
11/05/2010,965.5,2665.1604,1288,117.0999985,933.5,963.4832153,2851.5,341.2999878,300.5864868,2071,116.5,776.5,440,734.5,545.5,688.5,118.9000015,2707,7.994999886,283.8999939,585.0980225,1073.602051,1705.599976,1635.240967,1087,344.3999939,50,584.5,1746.970215,844.5
12/05/2010,978.5,2678.5979,1315,116.8000031,945.5,998.5656128,2891,347.1000061,303.7272949,2066.5,123.1999969,798,445.3999939,754,541.5999756,716.5,120.5,2753,7.875,285.3999939,616.0380859,1086.758057,1710.800049,1632.656006,1095,349.6000061,50,602,1789.161987,862
13/05/2010,988.5,2738.321533,1317,120.5,957,1017.390381,2934,343.1000061,303.9119873,2078.5,125.1999969,805.5,444.5,756.5,547.5999756,715.5,133.6000061,2782,7.960000038,286.2000122,617.6956177,1098.853149,1686.699951,1639.54895,1106,342.7000122,50,598,1815.628784,894
14/05/2010,962,2591.501221,1287,114.5,902,1019.101685,2879.5,331.8999939,285.344696,2033,121.9000015,787.5,424.2000122,746,530.2000122,696,130.3000031,2702,7.599999905,282.8999939,607.7504883,1065.326294,1584.300049,1615.425049,1090,329.7000122,50,575.5,1924.860107,887
17/05/2010,965,2582.045166,1293,115,887,982.3079224,2905.5,330.3999939,281.4649963,2040.5,116.1999969,776.5,433.2999878,742.5,529.9000244,700,127.5999985,2700,7.474999905,284.5,604.4354858,1032.966553,1570.5,1593.024048,1096,329.7000122,50,591,1921.439087,875
18/05/2010,978,2646.745605,1287,115.4000015,901,982.3079224,2913.5,333.8999939,282.5273132,2037,118.8000031,772.5,452,746,534,703,129.1999969,2742,7.465000153,287.5,614.3806152,1053.231201,1641.099976,1580.963013,1108,334.1000061,50,609,1965.911621,875.5
19/05/2010,961,2483.501221,1265,110.9000015,845.5,956.6378784,2903,330,268.0707092,2007.5,110.6999969,769.5,445.5,731.5,523.5,680.5,126,2655,7.369999886,281.6000061,595.59552,1019.704407,1564.5,1527.546021,1079,327.7000122,50,606,1857.581177,841.5
20/05/2010,941.5,2404.865479,1256,105,827,928.4008179,2856.5,323.2000122,266.0385132,1983,105.5999985,773.5,445,721,528.7999878,646,126.5999985,2581,7.150000095,276.5,588.9655151,990.1030884,1514.599976,1529.269043,1064,326.5,50,594,1788.021729,815
